id,name,role,created_at,updated_at,deleted_at
314,"Ir. Sarah Adriansyah, S.Farm",admin,2019-12-12 10:46:48,1997-12-28 16:24:28,2024-02-29 20:48:37
3907,"Adinata Nasyidah, S.T.",super_admin,1971-10-30 17:11:09,1990-03-31 07:39:19,2024-05-01 00:26:31
1343,Gandi Aryani,super_admin,2016-12-24 12:30:14,1985-08-28 05:37:48,2024-05-30 19:09:17
907,Ghaliyati Wasita,super_admin,2006-10-05 04:28:24,1993-06-24 16:19:01,2024-05-07 00:00:58
8546,Sidiq Anggraini,admin,2009-10-10 19:46:39,1994-02-14 01:28:55,2024-04-29 15:28:49
5059,KH. Maman Permadi,admin,2003-03-02 21:07:58,2021-06-14 01:54:30,2024-04-22 05:14:19
1546,"Drs. Maya Anggraini, M.Kom.",super_admin,1979-12-30 16:26:39,2012-08-18 23:32:52,2024-04-04 15:09:45
130,"Tgk. Ghaliyati Thamrin, S.T.",admin,2015-04-29 11:50:24,1987-10-07 00:40:16,2024-06-05 10:52:51
4520,"H. Irsad Narpati, S.E.I",super_admin,1988-03-05 16:36:35,1983-02-06 13:31:01,2024-02-06 21:20:01
7782,Karen Wasita,admin,1970-06-22 14:08:09,1978-04-01 20:25:39,2024-05-05 00:25:36
1912,Putri Permadi,admin,1973-05-08 20:19:38,1980-04-06 05:24:07,2024-06-07 15:32:08
4610,"R.A. Ida Hakim, S.Sos",admin,2000-03-09 08:19:58,2011-01-17 16:17:52,2024-06-01 16:14:11
5892,Gina Kurniawan,super_admin,1977-04-01 00:20:41,1975-07-09 19:36:11,2024-06-06 19:15:22
8739,Karsa Dabukke,admin,2022-02-22 21:01:13,2019-11-01 02:59:10,2024-01-09 09:10:32
3474,Zamira Prasasta,admin,2007-07-10 15:24:03,2010-03-21 16:02:38,2024-05-25 06:05:50
8196,Galur Pradipta,admin,1997-11-25 05:56:30,2022-02-06 14:23:09,2024-03-08 10:32:48
6087,Tiara Natsir,admin,1978-10-02 05:39:50,1973-02-06 21:45:58,2024-01-09 08:58:44
8060,Icha Siregar,super_admin,1998-05-02 13:35:06,1994-02-27 05:22:00,2024-05-09 14:20:13
4781,Sutan Saka Namaga,super_admin,2024-05-02 01:48:18,1995-07-01 12:42:08,2024-03-24 17:19:40
5436,Wani Puspasari,super_admin,2017-01-12 01:26:18,2008-03-07 15:42:49,2024-05-16 08:26:20
4392,Kasiran Pertiwi,super_admin,1980-11-02 16:59:53,2001-08-25 04:03:01,2024-03-07 12:15:17
2068,Kairav Maulana,super_admin,2021-07-07 22:23:47,2003-09-02 21:45:55,2024-03-25 20:47:58
4325,Fitria Siregar,super_admin,1976-01-13 07:50:32,2021-11-03 23:36:11,2024-01-19 18:13:06
164,Tgk. Clara Pranowo,super_admin,2006-05-13 02:36:15,1974-10-04 08:28:59,2024-02-16 14:01:28
7276,Jamal Maryadi,admin,1979-10-03 02:47:28,1986-12-17 12:05:50,2024-03-04 19:30:31
4675,Hasim Thamrin,admin,2014-07-17 00:40:42,1984-08-29 17:24:06,2024-04-15 21:39:05
5557,Zamira Wahyuni,admin,1972-06-01 10:43:46,1993-05-31 05:54:45,2024-03-24 08:04:20
6145,Nilam Waskita,admin,1970-12-03 18:56:36,1986-04-20 23:36:44,2024-02-26 20:14:05
457,Aurora Iswahyudi,admin,1977-04-29 07:05:47,1970-11-17 10:56:24,2024-01-05 04:25:30
2215,Titi Puspasari,super_admin,2001-04-12 17:47:04,2011-01-29 13:29:06,2024-03-03 19:07:08
4609,"Gamanto Hutasoit, M.TI.",admin,2022-11-23 01:13:39,2000-10-10 22:16:56,2024-06-02 15:41:15
1131,Farah Sinaga,admin,1970-10-09 09:17:44,1992-07-15 15:04:43,2024-01-15 05:04:49
2112,Dt. Danang Anggraini,super_admin,2017-07-11 08:49:50,2013-05-31 20:46:14,2024-01-19 05:38:00
3144,Latika Kurniawan,super_admin,1984-11-22 06:14:34,2014-01-02 07:06:59,2024-02-06 18:06:26
2506,R. Margana Manullang,super_admin,1983-08-16 05:35:42,2019-12-09 19:03:33,2024-02-16 10:51:41
4783,Ratih Zulkarnain,super_admin,1971-06-26 00:54:08,1991-05-14 09:32:44,2024-01-04 08:32:50
4435,Prakosa Tampubolon,admin,2003-07-20 01:27:20,1989-10-31 20:22:54,2024-04-18 12:38:35
9060,Dt. Lembah Oktaviani,super_admin,1971-07-03 01:22:40,2000-12-06 11:43:58,2024-01-20 06:17:45
9515,Maya Pradipta,super_admin,2014-06-01 22:02:14,1989-10-02 04:29:23,2024-04-04 05:45:17
471,"Anggabaya Pranowo, S.IP",super_admin,1986-06-04 02:43:52,1983-03-19 20:02:24,2024-04-11 22:48:50
3409,"dr. Yuni Wijayanti, S.Farm",admin,1994-07-21 11:18:35,2020-05-15 01:27:08,2024-01-12 00:57:20
2058,Siti Pradana,admin,2003-05-09 21:25:10,2001-12-07 12:44:14,2024-01-23 05:19:13
2809,Sabri Mandala,super_admin,2001-08-19 15:57:57,2006-10-17 14:05:30,2024-01-12 13:34:46
4946,Chelsea Hutapea,admin,1980-09-02 09:24:25,1992-08-20 10:48:31,2024-04-14 03:53:47
176,Cakrabuana Wacana,super_admin,2019-09-11 14:06:21,1995-10-07 20:37:38,2024-04-21 20:38:29
1066,"Laswi Safitri, S.Farm",admin,1997-06-11 22:58:21,1988-04-02 16:29:50,2024-01-20 21:12:50
2998,"Jaka Marpaung, S.Ked",super_admin,1973-02-25 11:34:16,2010-06-09 09:38:29,2024-04-16 10:55:37
360,"Ika Kuswoyo, S.Farm",admin,1999-08-04 13:34:32,2020-08-16 09:23:58,2024-01-01 22:13:24
9551,"Drs. Aisyah Widiastuti, M.Farm",super_admin,1994-08-04 08:18:43,1994-01-27 07:44:32,2024-03-22 22:57:38
8778,Kezia Hidayanto,admin,2010-03-03 06:07:35,1980-04-13 19:37:43,2024-03-10 04:59:00
807,Cut Ana Rajasa,super_admin,2019-11-19 14:47:08,1987-07-12 12:16:41,2024-01-07 07:23:56
7793,Yoga Pranowo,admin,2015-03-03 01:18:37,1994-02-03 23:20:41,2024-01-22 09:04:45
664,Bagiya Ardianto,super_admin,2015-06-03 14:55:00,1978-11-16 23:56:58,2024-04-14 21:50:21
7211,"Diah Hardiansyah, S.Pt",super_admin,1997-09-04 00:33:20,2024-04-29 13:59:10,2024-04-20 11:07:11
9483,"Ana Saputra, M.Farm",admin,2012-03-22 15:37:36,1974-10-28 17:59:09,2024-06-11 17:31:16
2763,Ghaliyati Ramadan,admin,2007-05-21 15:43:13,1971-08-08 08:20:44,2024-03-01 09:43:50
6327,"Fitriani Safitri, S.Pt",super_admin,1984-03-08 16:23:01,1972-02-12 06:39:54,2024-02-27 21:05:48
370,Okta Mayasari,super_admin,2008-11-09 18:09:54,2022-08-22 16:32:48,2024-04-13 16:55:03
7449,"Nardi Safitri, S.H.",super_admin,2019-06-22 14:00:34,2016-12-02 12:34:47,2024-06-11 13:59:50
7253,Alika Budiyanto,admin,1980-10-04 01:26:53,2006-03-29 15:48:10,2024-02-09 16:28:49
7617,"Ade Santoso, S.Psi",admin,2022-09-22 15:34:02,1977-10-27 22:59:19,2024-04-07 00:33:05
1322,Puti Kamila Pangestu,admin,1981-02-03 12:04:04,1987-01-14 04:02:51,2024-06-06 11:42:45
5320,Julia Uwais,admin,2002-12-09 11:36:46,2023-10-23 11:37:09,2024-06-05 04:34:14
2483,Ellis Waluyo,super_admin,1988-04-02 07:26:20,1984-01-29 06:40:29,2024-03-16 17:26:17
7379,Asirwada Pratama,admin,2023-05-04 07:40:11,2018-08-23 00:24:01,2024-03-11 07:52:26
3191,"Unggul Saragih, S.Kom",super_admin,1977-09-16 08:26:17,2023-11-30 08:45:16,2024-02-21 14:24:30
7688,Dr. Wawan Fujiati,admin,1979-08-24 06:47:56,2014-11-24 09:52:06,2024-06-07 06:41:57
9448,Caket Agustina,super_admin,2005-05-26 08:08:17,1997-11-25 10:47:08,2024-03-22 00:06:17
3927,Maryadi Pranowo,super_admin,1997-07-13 12:24:47,1990-09-23 01:45:05,2024-03-08 18:05:41
8502,"Ajeng Thamrin, S.Psi",admin,2020-03-28 09:03:39,2011-08-24 06:38:47,2024-03-26 07:43:59
7263,Keisha Halim,admin,1984-12-17 00:29:09,1994-10-24 19:26:13,2024-01-29 04:31:35
5168,"R.M. Kenari Halim, S.Sos",super_admin,1991-06-01 01:04:16,1990-07-24 13:09:32,2024-05-24 07:49:22
850,"Atmaja Hassanah, M.Farm",admin,2003-07-30 18:59:18,1985-12-14 05:36:35,2024-01-27 19:53:16
124,Hafshah Mustofa,admin,2009-04-10 06:16:02,2022-12-04 14:58:04,2024-05-30 01:41:08
8117,Empluk Irawan,admin,2012-06-22 04:00:22,2020-11-19 11:52:38,2024-04-07 02:35:34
8132,"Tgk. Dagel Dabukke, S.Psi",super_admin,1984-06-06 01:25:22,1978-07-08 16:15:18,2024-01-18 15:12:19
4555,Balijan Pangestu,super_admin,1996-03-24 19:18:00,1972-07-08 06:10:07,2024-02-28 23:29:58
5820,"Ir. Yunita Saefullah, S.E.I",admin,2013-03-06 12:19:58,1972-03-13 19:45:10,2024-05-13 04:20:59
2069,Daliono Suwarno,super_admin,2018-06-23 20:03:37,2014-01-31 09:20:12,2024-01-08 16:50:41
7902,Candrakanta Sihombing,super_admin,1982-02-19 09:40:34,1994-04-14 10:42:57,2024-01-01 06:51:41
6865,Viktor Hariyah,super_admin,2013-03-05 13:42:10,1998-05-28 09:33:45,2024-05-26 22:39:15
8924,Samsul Siregar,super_admin,1994-12-09 12:22:05,1992-12-14 04:47:04,2024-03-12 06:46:51
8601,KH. Najam Yuliarti,admin,2000-12-27 21:55:50,2001-12-20 14:32:18,2024-02-15 09:26:39
4477,"drg. Darmaji Prayoga, M.Kom.",super_admin,2009-06-22 01:38:03,2011-09-30 19:42:37,2024-05-10 16:20:01
2879,Laras Suryatmi,admin,1986-01-19 19:30:46,2022-09-06 15:58:55,2024-01-26 13:49:31
9917,Fathonah Hutagalung,super_admin,2012-06-03 18:46:08,2002-01-29 18:57:11,2024-04-25 09:18:13
7461,Hardana Usamah,admin,2011-02-25 06:36:34,2000-10-25 00:02:15,2024-03-02 22:43:51
1882,"Tgk. Maimunah Dabukke, S.E.",admin,2001-08-08 23:49:43,1986-04-08 23:25:10,2024-04-11 23:29:30
925,Drs. Adikara Astuti,admin,2013-07-06 13:31:42,1986-09-22 15:20:45,2024-03-20 10:15:31
9251,Jayeng Ramadan,super_admin,1989-11-15 13:32:39,2014-01-15 09:57:47,2024-03-15 04:07:44
276,"Ajeng Puspita, S.IP",super_admin,1994-08-12 22:09:41,1970-07-11 15:38:34,2024-04-24 17:45:57
2357,Saiful Najmudin,super_admin,2004-01-09 19:26:59,1990-03-07 19:34:22,2024-04-16 17:24:55
5937,Putri Nugroho,super_admin,1994-03-13 03:48:15,2016-12-20 23:37:59,2024-04-01 20:28:35
2435,Tina Nababan,super_admin,2021-02-16 03:54:18,2008-03-30 08:22:13,2024-02-18 06:49:59
8221,Nalar Nainggolan,admin,2021-07-22 16:28:55,2014-11-02 13:00:31,2024-03-03 18:10:37
8744,"Hj. Paris Mustofa, S.I.Kom",admin,1997-08-18 17:29:42,1980-11-30 07:33:24,2024-01-02 16:19:52
314,Damar Sirait,super_admin,1989-12-04 07:53:06,1999-08-19 01:59:33,2024-03-19 05:40:36
7362,Kawaca Kusumo,super_admin,1980-02-13 19:37:27,2015-04-22 13:52:42,2024-03-18 21:48:52
5616,Luluh Riyanti,admin,2021-02-16 05:02:22,2014-02-11 09:54:25,2024-04-20 09:47:55
8968,"R. Titi Iswahyudi, S.Sos",super_admin,2019-07-31 04:21:27,2020-06-12 07:56:18,2024-01-16 12:44:47
2619,Galiono Handayani,admin,2019-08-17 22:23:21,2009-04-26 10:15:44,2024-02-03 04:23:30
650,Yessi Mustofa,admin,2021-02-11 13:20:23,2014-09-05 21:11:05,2024-02-27 16:37:22
9060,"Paris Pangestu, S.IP",admin,1973-03-08 16:47:31,1998-04-14 16:09:15,2024-04-16 21:36:57
115,"Hj. Diah Waskita, S.Psi",super_admin,1979-01-23 04:50:25,1999-11-27 23:59:56,2024-05-06 06:30:32
644,Hasta Nababan,super_admin,1978-07-01 11:57:37,1975-09-08 03:22:43,2024-04-05 17:05:49
6165,"Ir. Karen Pranowo, S.H.",super_admin,1995-06-02 08:17:45,2005-02-02 23:42:00,2024-05-17 07:19:55
7071,Bancar Damanik,super_admin,1977-05-02 01:09:31,2007-01-15 03:55:13,2024-02-13 01:04:27
441,"Dt. Lega Januar, S.Pd",super_admin,1989-03-29 17:23:39,2015-02-09 10:59:51,2024-03-22 08:07:08
9402,Raina Kusmawati,super_admin,2004-06-06 08:24:40,1987-08-05 02:45:12,2024-04-26 20:26:02
8928,"Ciaobella Wastuti, S.Sos",super_admin,2005-06-13 10:35:47,1976-05-10 13:23:23,2024-03-24 06:30:17
4873,Yusuf Melani,super_admin,1987-03-13 11:57:22,2011-11-12 10:18:08,2024-02-16 20:27:33
7468,Harto Agustina,super_admin,2019-03-17 21:27:27,1971-04-20 22:17:45,2024-06-01 15:01:23
23,Shania Saptono,super_admin,2021-12-13 08:10:35,1990-10-20 04:36:34,2024-06-02 23:11:51
8211,Jessica Nashiruddin,admin,1970-07-15 07:49:12,1982-02-12 22:27:59,2024-06-07 22:24:23
8306,Wulan Anggraini,admin,1978-06-11 21:53:50,1988-05-25 00:51:33,2024-03-05 21:33:40
5991,Diana Nasyiah,admin,1998-10-03 09:46:25,2002-04-15 19:49:29,2024-04-03 03:56:33
5237,R.M. Surya Widodo,super_admin,1974-04-29 09:45:17,2004-03-25 22:02:07,2024-03-09 02:23:12
117,Jarwa Budiyanto,admin,1998-04-16 14:41:49,1982-01-09 08:48:43,2024-03-12 22:19:05
656,Agnes Zulaika,admin,2016-01-06 13:56:06,2018-03-18 11:31:04,2024-04-11 09:28:52
8863,Azalea Lailasari,super_admin,1984-01-03 07:42:18,2022-01-27 08:48:04,2024-03-28 15:02:57
1698,Tedi Dabukke,admin,1992-07-07 22:59:12,1975-10-19 19:49:10,2024-01-07 18:27:15
